Data Point,Date,Simple Date,Outdoor Temperature (�F),Feels Like (°F),Dew Point (°F),Wind Speed (mph),Wind Gust (mph),Max Daily Gust (mph),Wind Direction (°),Hourly Rain (in/hr),Event Rain (in),Daily Rain (in),Weekly Rain (in),Monthly Rain (in),Total Rain (in),Relative Pressure (inHg),Humidity (%),Ultra-Violet Radiation Index,Solar Radiation (W/m^2),Indoor Temperature (°F),Indoor Humidity (%),Greenhouse  Temperature (°F),Greenhouse  Humidity (%),Office Temperature (°F),Office Humidity (%),Garage Temperature (°F),Garage Humidity (%),Basement Temperature (°F),Basement Humidity (%),Sensor 5 Temperature (°F),Absolute Pressure (inHg),Outdoor Battery,Greenhouse  Battery,Office Battery,Garage Battery,Sensor 5 Battery,CO2 battery,Greenhouse  Feels Like (°F),Greenhouse  Dew Point (°F),Office Feels Like (°F),Office Dew Point (°F),Garage Feels Like (°F),Garage Dew Point (°F),Indoor Feels Like (°F),Indoor Dew Point (°F),Basement Battery,Basement Feels Like (°F),Basement Dew Point (°F)
83,2023-06-11T06:50:00-04:00,6/11/2023 6:50,62.1,62.1,55.5,0,0,3.4,46,0,0,0,0,0.02,105.91,30.2,79,0,47.2,67.5,45,62.1,64,71.4,37,71.4,43,64,51,64.6,28.89,1,1,1,1,1,1,62.1,49.8,70,43.8,70.3,47.7,67.5,45.4,1,64,45.5
84,2023-06-11T06:55:00-04:00,6/11/2023 6:55,62.8,62.8,55.5,0,0,3.4,51,0,0,0,0,0.02,105.91,30.2,77,0,52.9,67.5,45,62.2,65,71.4,37,71.6,43,63.9,51,64.6,28.9,1,1,1,1,1,1,62.2,50.3,70,43.8,70.5,47.9,67.5,45.4,1,63.9,45.4
85,2023-06-11T07:00:00-04:00,6/11/2023 7:00,63.5,63.5,55.8,0.2,1.1,3.4,52,0,0,0,0,0.02,105.91,30.2,76,0,59.3,67.5,45,62.4,65,71.4,37,71.4,42,64,51,64.6,28.89,1,1,1,1,1,1,62.4,50.5,70,43.8,70.2,47.1,67.5,45.4,1,64,45.5
86,2023-06-11T07:05:00-04:00,6/11/2023 7:05,64.4,64.4,55.9,0,0,3.4,52,0,0,0,0,0.02,105.91,30.2,74,0,66.8,67.5,45,62.8,65,71.2,37,71.4,42,64,51,64.8,28.9,1,1,1,1,1,1,62.8,50.9,69.8,43.6,70.2,47.1,67.5,45.4,1,64,45.5
87,2023-06-11T07:10:00-04:00,6/11/2023 7:10,65.8,65.8,56.1,0,0,3.4,42,0,0,0,0,0.02,105.91,30.2,71,0,71.6,67.5,45,63.1,65,71.2,37,71.2,43,64,51,64.8,28.9,1,1,1,1,1,1,63.1,51.1,69.8,43.6,70,47.5,67.5,45.4,1,64,45.5
88,2023-06-11T07:15:00-04:00,6/11/2023 7:15,66.4,66.4,56.7,0,0,3.4,51,0,0,0,0,0.02,105.91,30.21,71,0,74.5,67.5,45,63.5,64,71.2,37,71.2,43,64,51,64.8,28.9,1,1,1,1,1,1,63.5,51.1,69.8,43.6,70,47.5,67.5,45.4,1,64,45.5
89,2023-06-11T07:20:00-04:00,6/11/2023 7:20,67.1,67.1,57,0,0,3.4,50,0,0,0,0,0.02,105.91,30.21,70,0,79.8,67.5,45,64,64,71.2,37,71.2,43,64,51,64.8,28.91,1,1,1,1,1,1,64,51.6,69.8,43.6,70,47.5,67.5,45.4,1,64,45.5
90,2023-06-11T07:25:00-04:00,6/11/2023 7:25,67.1,67.1,56.6,0.9,1.1,3.4,58,0,0,0,0,0.02,105.91,30.2,69,0,75,67.5,45,64.4,64,71.2,37,71.2,43,64,51,64.8,28.9,1,1,1,1,1,1,64.4,52,69.8,43.6,70,47.5,67.5,45.4,1,64,45.5
91,2023-06-11T07:30:00-04:00,6/11/2023 7:30,66.7,66.7,56.2,0.7,1.1,3.4,51,0,0,0,0,0.02,105.91,30.21,69,1,110.1,67.5,45,64.8,64,71.2,37,71.2,43,64,51,64.8,28.9,1,1,1,1,1,1,64.8,52.3,69.8,43.6,70,47.5,67.5,45.4,1,64,45.5
92,2023-06-11T07:35:00-04:00,6/11/2023 7:35,67.3,67.3,57.2,0.2,1.1,3.4,62,0,0,0,0,0.02,105.91,30.21,70,1,137,67.6,46,65.3,64,71.2,37,71.4,43,64,52,64.8,28.9,1,1,1,1,1,1,65.3,52.8,69.8,43.6,70.3,47.7,67.6,46.1,1,64,46
93,2023-06-11T07:40:00-04:00,6/11/2023 7:40,68,68,57.4,0,0,3.4,46,0,0,0,0,0.02,105.91,30.21,69,1,142.3,67.6,47,65.8,63,71.2,37,71.4,43,64.2,52,64.9,28.91,1,1,1,1,1,1,65.8,52.8,69.8,43.6,70.3,47.7,67.6,46.6,1,64.2,46.2
94,2023-06-11T07:45:00-04:00,6/11/2023 7:45,68.2,68,58,1.3,2.2,3.4,88,0,0,0,0,0.02,105.91,30.21,70,1,153,67.3,47,66.6,63,71.2,37,71.4,43,64.2,52,65.1,28.91,1,1,1,1,1,1,66.6,53.6,69.8,43.6,70.3,47.7,67.3,46.4,1,64.2,46.2
95,2023-06-11T07:50:00-04:00,6/11/2023 7:50,67.6,67.6,57.9,0.7,1.1,3.4,82,0,0,0,0,0.02,105.91,30.22,71,1,163.9,67.3,47,67.1,63,71.2,37,71.4,43,64.4,52,65.3,28.91,1,1,1,1,1,1,67.1,54.1,69.8,43.6,70.3,47.7,67.3,46.4,1,64.4,46.4
96,2023-06-11T07:55:00-04:00,6/11/2023 7:55,68,68,57.8,0,0,3.4,45,0,0,0,0,0.02,105.91,30.21,70,1,181.7,67.3,48,67.6,62,71.2,37,71.2,43,64.4,52,65.5,28.9,1,1,1,1,1,1,67.6,54.1,69.8,43.6,70,47.5,67.3,46.9,1,64.4,46.4
97,2023-06-11T08:00:00-04:00,6/11/2023 8:00,69.6,69.4,58.1,0,0,3.4,43,0,0,0,0,0.02,105.91,30.21,67,1,167.4,67.5,48,68.4,62,71.2,37,71.2,43,64.4,52,65.5,28.9,1,1,1,1,1,1,67.9,54.9,69.8,43.6,70,47.5,67.5,47.1,1,64.4,46.4
98,2023-06-11T08:05:00-04:00,6/11/2023 8:05,70.7,70.5,58.3,0,0,3.4,47,0,0,0,0,0.02,105.91,30.21,65,2,211.6,67.5,48,69.1,62,71.2,37,71.2,43,64.4,52,65.5,28.9,1,1,1,1,1,1,68.6,55.5,69.8,43.6,70,47.5,67.5,47.1,1,64.4,46.4
99,2023-06-11T08:10:00-04:00,6/11/2023 8:10,71.8,71.6,58.5,0,0,3.4,41,0,0,0,0,0.02,105.91,30.21,63,2,227.7,67.6,48,69.6,61,71.2,37,71.2,43,64.4,52,65.5,28.9,1,1,1,1,1,1,69.1,55.5,69.8,43.6,70,47.5,67.6,47.2,1,64.4,46.4
100,2023-06-11T08:15:00-04:00,6/11/2023 8:15,72.3,72.2,59,0.2,1.1,3.4,29,0,0,0,0,0.02,105.91,30.22,63,2,220.3,67.3,47,70.3,61,71.4,37,71.4,43,64.4,52,65.5,28.91,1,1,1,1,1,1,69.9,56.2,70,43.8,70.3,47.7,67.3,46.4,1,64.4,46.4
101,2023-06-11T08:20:00-04:00,6/11/2023 8:20,71.6,71.6,60,0.7,1.1,3.4,38,0,0,0,0,0.02,105.91,30.21,67,2,216.9,67.1,47,70.7,61,71.4,37,71.4,46,64.4,52,65.3,28.9,1,1,1,1,1,1,70.3,56.6,70,43.8,70.4,49.5,67.1,46.2,1,64.4,46.4
102,2023-06-11T08:25:00-04:00,6/11/2023 8:25,70.7,70.7,60,0,0,3.4,37,0,0,0,0,0.02,105.91,30.22,69,2,267.6,67.1,47,71.4,60,71.4,37,71.6,47,64.4,51,65.1,28.91,1,1,1,1,1,1,71.1,56.8,70,43.8,70.7,50.3,67.1,46.2,1,64.4,45.9
103,2023-06-11T08:30:00-04:00,6/11/2023 8:30,71.1,71.1,60,0,0,3.4,37,0,0,0,0,0.02,105.91,30.21,68,2,273.7,67.1,47,71.8,60,71.4,37,71.6,46,64.2,51,65.1,28.9,1,1,1,1,1,1,71.5,57.2,70,43.8,70.6,49.7,67.1,46.2,1,64.2,45.7
104,2023-06-11T08:35:00-04:00,6/11/2023 8:35,72.5,72.5,60.1,0.9,1.1,3.4,52,0,0,0,0,0.02,105.91,30.21,65,2,288.5,67.3,47,72.1,59,71.6,37,71.8,46,64.2,51,65.1,28.9,1,1,1,1,1,1,71.8,57,70.2,43.9,70.8,49.9,67.3,46.4,1,64.2,45.7
105,2023-06-11T08:40:00-04:00,6/11/2023 8:40,72.1,72,59.2,0.2,1.1,3.4,58,0,0,0,0,0.02,105.91,30.21,64,2,289.3,66.9,47,72.7,58,71.6,37,71.8,46,64.2,51,65.1,28.9,1,1,1,1,1,1,72.4,57.1,70.2,43.9,70.8,49.9,66.9,46,1,64.2,45.7
106,2023-06-11T08:45:00-04:00,6/11/2023 8:45,72.7,72.5,58.5,0,0,3.4,51,0,0,0,0,0.02,105.91,30.21,61,2,252.4,66.7,47,73,57,71.6,37,71.8,45,64.2,51,64.9,28.9,1,1,1,1,1,1,72.7,56.9,70.2,43.9,70.8,49.3,66.7,45.8,1,64.2,45.7
107,2023-06-11T08:50:00-04:00,6/11/2023 8:50,72.9,72.9,60,0.2,1.1,3.4,35,0,0,0,0,0.02,105.91,30.21,64,2,288.8,66.9,47,73.4,57,71.6,37,72,45,64,51,64.8,28.9,1,1,1,1,1,1,73.1,57.2,70.2,43.9,71,49.5,66.9,46,1,64,45.5
108,2023-06-11T08:55:00-04:00,6/11/2023 8:55,72.5,72.6,60.9,0,0,3.4,36,0,0,0,0,0.02,105.91,30.22,67,3,321.9,66.9,47,73.8,58,71.8,37,72,45,64,51,64.8,28.91,1,1,1,1,1,1,73.6,58.1,70.4,44.1,71,49.5,66.9,46,1,64,45.5
109,2023-06-11T09:00:00-04:00,6/11/2023 9:00,73.8,73.8,60.4,0,0,3.4,54,0,0,0,0,0.02,105.91,30.21,63,3,361.7,67.1,47,74.1,57,71.8,37,72,45,64,51,64.8,28.91,1,1,1,1,1,1,73.9,57.9,70.4,44.1,71,49.5,67.1,46.2,1,64,45.5
110,2023-06-11T09:05:00-04:00,6/11/2023 9:05,74.7,74.5,58.4,1.3,2.2,3.4,73,0,0,0,0,0.02,105.91,30.22,57,3,393.4,66.7,46,74.5,56,71.8,37,72,45,64,51,64.8,28.91,1,1,1,1,1,1,74.3,57.8,70.4,44.1,71,49.5,66.7,45.3,1,64,45.5
111,2023-06-11T09:10:00-04:00,6/11/2023 9:10,75.7,75.6,58.4,0.9,1.1,3.4,63,0,0,0,0,0.02,105.91,30.22,55,3,403,66.6,46,75,55,71.8,37,72,45,64,51,64.8,28.91,1,1,1,1,1,1,74.8,57.7,70.4,44.1,71,49.5,66.6,45.2,1,64,45.5
112,2023-06-11T09:15:00-04:00,6/11/2023 9:15,77.4,77.4,59.4,0.9,1.1,3.4,50,0,0,0,0,0.02,105.91,30.21,54,4,448.1,66.7,46,75.4,54,72,37,72.1,45,64,52,64.6,28.9,1,1,1,1,1,1,75.2,57.6,70.6,44.3,71.1,49.6,66.7,45.3,1,64,46
113,2023-06-11T09:20:00-04:00,6/11/2023 9:20,76.5,76.7,61.6,1.1,1.1,3.4,37,0,0,0,0,0.02,105.91,30.21,60,4,431.6,66.9,46,75.9,55,72,37,72.1,45,63.9,52,64.6,28.91,1,1,1,1,1,1,75.8,58.6,70.6,44.3,71.1,49.6,66.9,45.4,1,63.9,45.9
114,2023-06-11T09:25:00-04:00,6/11/2023 9:25,75.9,75.9,59.6,0.2,1.1,3.4,39,0,0,0,0,0.02,105.91,30.22,57,4,461.6,66.9,46,76.5,55,72.1,37,72.3,44,64,52,64.8,28.91,1,1,1,1,1,1,76.4,59.1,70.7,44.4,71.3,49.2,66.9,45.4,1,64,46
115,2023-06-11T09:30:00-04:00,6/11/2023 9:30,76.6,76.7,61.2,0.7,1.1,3.4,38,0,0,0,0,0.02,105.91,30.21,59,4,452.9,66.6,46,77,54,72.1,37,72.3,44,63.9,52,64.6,28.91,1,1,1,1,1,1,76.9,59.1,70.7,44.4,71.3,49.2,66.6,45.2,1,63.9,45.9
116,2023-06-11T09:35:00-04:00,6/11/2023 9:35,76.8,77,61.4,1.1,1.1,3.4,26,0,0,0,0,0.02,105.91,30.22,59,4,509.3,66.4,46,77.5,54,72.3,37,72.5,44,63.9,52,64.6,28.91,1,1,1,1,1,1,77.5,59.5,71,44.6,71.5,49.3,66.4,45,1,63.9,45.9
117,2023-06-11T09:40:00-04:00,6/11/2023 9:40,77.4,77.4,59.9,1.1,1.1,3.4,24,0,0,0,0,0.02,105.91,30.22,55,5,527,66.6,46,78.1,51,72.3,37,72.7,44,63.9,52,64.6,28.91,1,1,1,1,1,1,78,58.5,71,44.6,71.7,49.5,66.6,45.2,1,63.9,45.9
118,2023-06-11T09:45:00-04:00,6/11/2023 9:45,79,78.9,57.6,0.2,1.1,3.4,49,0,0,0,0,0.02,105.91,30.22,48,4,511.9,66.7,46,78.6,50,72.5,37,72.7,44,63.9,52,64.6,28.91,1,1,1,1,1,1,78.5,58.4,71.2,44.7,71.7,49.5,66.7,45.3,1,63.9,45.9
119,2023-06-11T09:50:00-04:00,6/11/2023 9:50,79.2,79,56.6,0.7,1.1,3.4,35,0,0,0,0,0.02,105.91,30.22,46,5,553.1,66.4,45,79.3,49,72.5,37,72.9,44,63.9,52,64.6,28.91,1,1,1,1,1,1,79.2,58.5,71.2,44.7,72,49.7,66.4,44.4,1,63.9,45.9
120,2023-06-11T09:55:00-04:00,6/11/2023 9:55,79.7,79.8,59.9,0,0,3.4,41,0,0,0,0,0.02,105.91,30.22,51,5,568.3,66.4,45,79.9,48,72.7,37,72.9,43,63.9,52,64.4,28.91,1,1,1,1,1,1,79.8,58.4,71.4,44.9,71.9,49.1,66.4,44.4,1,63.9,45.9
121,2023-06-11T10:00:00-04:00,6/11/2023 10:00,80.1,80.5,57.4,1.3,2.2,3.4,55,0,0,0,0,0.02,105.91,30.22,46,5,594.3,66.6,45,80.6,48,72.7,37,73,43,63.7,51,64.4,28.91,1,1,1,1,1,1,81.1,59.1,71.4,44.9,72,49.2,66.6,44.6,1,63.7,45.2
122,2023-06-11T10:05:00-04:00,6/11/2023 10:05,80.8,81.3,59.3,0.7,1.1,3.4,60,0,0,0,0,0.02,105.91,30.22,48,4,462.8,66.6,45,81.1,48,73,37,73.2,43,63.7,52,64.4,28.91,1,1,1,1,1,1,81.6,59.5,71.7,45.2,72.2,49.3,66.6,44.6,1,63.7,45.7
123,2023-06-11T10:10:00-04:00,6/11/2023 10:10,80.1,80.7,58.6,2.2,2.2,4.5,31,0,0,0,0,0.02,105.91,30.22,48,5,530.5,66.6,45,81.9,48,73,37,73.2,43,63.7,52,64.4,28.91,1,1,1,1,1,1,82.4,60.3,71.7,45.2,72.2,49.3,66.6,44.6,1,63.7,45.7
124,2023-06-11T10:15:00-04:00,6/11/2023 10:15,79.2,78.8,54.1,1.3,2.2,4.5,71,0,0,0,0,0.02,105.91,30.21,42,5,535.2,66.2,45,82.6,46,73.2,37,73.2,43,63.7,52,64.4,28.91,1,1,1,1,1,1,82.8,59.7,72,45.4,72.2,49.3,66.2,44.2,1,63.7,45.7
125,2023-06-11T10:20:00-04:00,6/11/2023 10:20,80.6,80.6,56,1.1,1.1,4.5,25,0,0,0,0,0.02,105.91,30.21,43,5,526.2,66.4,45,83.5,43,73.4,37,73.2,43,63.7,51,64.4,28.91,1,1,1,1,1,1,83.3,58.6,72.2,45.5,72.2,49.3,66.4,44.4,1,63.7,45.2
126,2023-06-11T10:25:00-04:00,6/11/2023 10:25,79.9,79.8,57.8,0.9,1.1,4.5,30,0,0,0,0,0.02,105.91,30.21,47,5,532.3,66.6,45,84,43,73.6,37,73.6,43,63.7,52,64.4,28.9,1,1,1,1,1,1,83.8,59.1,72.4,45.7,72.7,49.7,66.6,44.6,1,63.7,45.7
127,2023-06-11T10:30:00-04:00,6/11/2023 10:30,80.6,80.6,56,0.2,1.1,4.5,36,0,0,0,0,0.02,105.91,30.22,43,5,543,66.6,44,84.7,42,73.6,37,74.1,43,63.7,52,64.4,28.91,1,1,1,1,1,1,84.4,59,72.4,45.7,73.2,50.2,66.6,44,1,63.7,45.7
128,2023-06-11T10:35:00-04:00,6/11/2023 10:35,81.3,81.1,56,0,0,4.5,39,0,0,0,0,0.02,105.91,30.21,42,5,563,66.2,44,85.6,42,73.8,37,74.5,43,63.7,51,64.2,28.9,1,1,1,1,1,1,85.4,59.8,72.6,45.9,73.7,50.5,66.2,43.6,1,63.7,45.2
129,2023-06-11T10:40:00-04:00,6/11/2023 10:40,81.5,81.4,56.8,2.9,3.4,4.5,248,0,0,0,0,0.02,105.91,30.21,43,5,584.8,66.4,45,86.5,40,73.9,37,75,43,63.5,52,64.4,28.91,1,1,1,1,1,1,86,59.3,72.7,46,74.2,51,66.4,44.4,1,63.5,45.6
130,2023-06-11T10:45:00-04:00,6/11/2023 10:45,81.7,81.2,55,0.9,1.1,4.5,52,0,0,0,0,0.02,105.91,30.21,40,5,513.2,66.7,45,87.4,40,74.1,37,75.4,42,63.7,52,64.6,28.91,1,1,1,1,1,1,87.1,60.1,72.9,46.1,74.6,50.7,66.7,44.7,1,63.7,45.7
131,2023-06-11T10:50:00-04:00,6/11/2023 10:50,81.7,81.4,56.3,0.2,1.1,5.8,44,0,0,0,0,0.02,105.91,30.21,42,4,467.2,66.6,44,88.2,38,74.3,37,75.9,42,63.7,52,64.6,28.91,1,1,1,1,1,1,87.6,59.3,73.2,46.3,75.2,51.1,66.6,44,1,63.7,45.7
132,2023-06-11T10:55:00-04:00,6/11/2023 10:55,81.1,81.3,57.7,2.2,2.2,5.8,114,0,0,0,0,0.02,105.91,30.2,45,5,589.5,66,44,88.9,37,74.5,37,76.1,43,63.9,51,64.8,28.9,1,1,1,1,1,1,88.3,59.2,73.4,46.5,75.4,52,66,43.5,1,63.9,45.4
133,2023-06-11T11:00:00-04:00,6/11/2023 11:00,81.1,81.3,57.7,1.6,2.2,6.9,347,0,0,0,0,0.02,105.91,30.21,45,6,655,66.4,44,89.8,35,74.7,37,76.5,42,63.9,52,65.1,28.9,1,1,1,1,1,1,88.9,58.5,73.6,46.7,75.8,51.7,66.4,43.8,1,63.9,45.9
134,2023-06-11T11:05:00-04:00,6/11/2023 11:05,81.5,81.1,55.5,0.7,1.1,6.9,36,0,0,0,0,0.02,105.91,30.21,41,6,674.9,66.7,44,90.9,37,74.7,37,76.6,42,63.9,52,65.3,28.9,1,1,1,1,1,1,91,61,73.6,46.7,75.9,51.8,66.7,44.1,1,63.9,45.9
135,2023-06-11T11:10:00-04:00,6/11/2023 11:10,82.4,81.9,56.3,2.2,2.2,6.9,102,0,0,0,0,0.02,105.91,30.21,41,6,670.6,66.4,44,91.8,36,75,37,77,42,64,52,65.7,28.9,1,1,1,1,1,1,91.9,61,73.9,46.9,76.4,52.1,66.4,43.8,1,64,46
136,2023-06-11T11:15:00-04:00,6/11/2023 11:15,82,81.9,57.9,2.7,3.4,6.9,209,0,0,0,0,0.02,105.91,30.21,44,6,699.3,66,44,92.5,33,75,37,77.4,41,64,52,65.7,28.9,1,1,1,1,1,1,91.9,59.2,73.9,46.9,76.8,51.8,66,43.5,1,64,46
137,2023-06-11T11:20:00-04:00,6/11/2023 11:20,81.7,81.1,54.3,0.2,1.1,6.9,50,0,0,0,0,0.02,105.91,30.21,39,6,688.9,66.2,44,93.4,34,75.2,37,77.5,41,64.2,51,65.8,28.9,1,1,1,1,1,1,93.6,60.8,74.2,47.1,76.9,51.9,66.2,43.6,1,64.2,45.7
138,2023-06-11T11:25:00-04:00,6/11/2023 11:25,82.2,82.3,58.7,1.8,2.2,6.9,351,0,0,0,0,0.02,105.91,30.21,45,5,559.6,66.4,44,94.3,34,75.4,37,77.7,41,64.2,51,66,28.9,1,1,1,1,1,1,94.9,61.6,74.4,47.3,77.1,52.1,66.4,43.8,1,64.2,45.7
139,2023-06-11T11:30:00-04:00,6/11/2023 11:30,82.4,81.8,55.6,1.1,2.2,6.9,40,0,0,0,0,0.02,105.91,30.21,40,5,570,66,44,95.2,33,75.6,37,77.9,41,64.4,51,66.2,28.9,1,1,1,1,1,1,95.9,61.5,74.6,47.5,77.3,52.3,66,43.5,1,64.4,45.9
140,2023-06-11T11:35:00-04:00,6/11/2023 11:35,82.2,81.9,56.8,1.8,2.2,6.9,47,0,0,0,0,0.02,105.91,30.2,42,5,567.8,65.8,43,95.9,32,75.7,37,78.1,41,64.4,51,66.2,28.9,1,1,1,1,1,1,96.6,61.2,74.7,47.6,77.5,52.5,65.8,42.7,1,64.4,45.9
141,2023-06-11T11:40:00-04:00,6/11/2023 11:40,82.8,82.6,58,1.8,2.2,6.9,79,0,0,0,0,0.02,105.91,30.21,43,6,618.2,65.5,43,96.4,31,76.1,37,78.3,42,64.4,51,66.4,28.9,1,1,1,1,1,1,96.9,60.8,75.1,47.9,77.8,53.3,65.5,42.4,1,64.4,45.9
142,2023-06-11T11:45:00-04:00,6/11/2023 11:45,82.6,82.2,57.2,0,0,6.9,42,0,0,0,0,0.02,105.91,30.2,42,6,635.9,65.8,44,97,33,76.1,37,78.4,41,64.4,51,66.4,28.9,1,1,1,1,1,1,98.8,63.1,75.1,47.9,77.9,52.7,65.8,43.3,1,64.4,45.9
143,2023-06-11T11:50:00-04:00,6/11/2023 11:50,84,83.6,58.4,2.2,3.4,6.9,340,0,0,0,0,0.02,105.91,30.2,42,6,662,65.8,43,97.7,32,76.3,37,78.8,42,64.4,51,66.4,28.89,1,1,1,1,1,1,99.5,62.8,75.4,48.1,78.4,53.7,65.8,42.7,1,64.4,45.9
144,2023-06-11T11:55:00-04:00,6/11/2023 11:55,83.1,82.6,56.9,0.2,1.1,8.1,41,0,0,0,0,0.02,105.91,30.2,41,6,633.3,65.7,43,98.1,30,76.5,37,79,41,64.6,51,66.4,28.89,1,1,1,1,1,1,99.1,61.3,75.6,48.3,78.5,53.3,65.7,42.6,1,64.6,46.1
145,2023-06-11T12:00:00-04:00,6/11/2023 12:00,84,84.1,60.3,2.5,3.4,8.1,282,0,0,0,0,0.02,105.91,30.2,45,6,652.8,65.5,43,98.4,30,76.8,37,79.2,41,64.6,51,66.4,28.89,1,1,1,1,1,1,99.6,61.6,75.9,48.5,78.7,53.4,65.5,42.4,1,64.6,46.1
146,2023-06-11T12:05:00-04:00,6/11/2023 12:05,83.1,82.9,58.3,2.5,4.5,8.1,168,0,0,0,0,0.02,105.91,30.2,43,6,643.7,65.3,43,99,30,77,37,79.3,41,64.6,51,66.4,28.89,1,1,1,1,1,1,100.6,62.1,76.1,48.7,78.9,53.5,65.3,42.2,1,64.6,46.1
147,2023-06-11T12:10:00-04:00,6/11/2023 12:10,83.1,82.6,56.9,5.8,8.1,11.4,189,0,0,0,0,0.02,105.91,30.2,41,5,600.3,65.1,43,99,26,77,37,79.7,40,64.6,51,66.4,28.89,1,1,1,1,1,1,98.6,58.1,76.1,48.7,79.2,53.2,65.1,42,1,64.6,46.1
148,2023-06-11T12:15:00-04:00,6/11/2023 12:15,82.9,82.4,56.8,1.6,2.2,11.4,186,0,0,0,0,0.02,105.91,30.2,41,5,613.8,65.1,43,98.8,28,77.2,37,79.9,39,64.6,50,66.4,28.89,1,1,1,1,1,1,99.3,60,76.4,48.9,79.4,52.7,65.1,42,1,64.6,45.5
149,2023-06-11T12:20:00-04:00,6/11/2023 12:20,82.8,82.3,56.7,3.4,3.4,11.4,77,0,0,0,0,0.02,105.91,30.19,41,5,567.8,64.9,43,98.4,28,77.4,37,79.9,40,64.6,50,66.4,28.88,1,1,1,1,1,1,98.6,59.6,76.6,49.1,79.5,53.4,64.9,41.9,1,64.6,45.5
150,2023-06-11T12:25:00-04:00,6/11/2023 12:25,82.9,82.4,56.8,3.4,4.5,11.4,49,0,0,0,0,0.02,105.91,30.19,41,6,632.8,64.9,43,99,28,77.5,37,80.1,39,64.6,50,66.4,28.88,1,1,1,1,1,1,99.6,60.1,76.7,49.2,79.9,52.9,64.9,41.9,1,64.6,45.5
151,2023-06-11T12:30:00-04:00,6/11/2023 12:30,83.1,82.9,58.3,2.9,4.5,11.4,178,0,0,0,0,0.02,105.91,30.19,43,7,730.5,64.9,43,99,27,77.7,37,80.2,40,64.6,50,66.4,28.88,1,1,1,1,1,1,99.1,59.1,76.9,49.3,80.1,53.7,64.9,41.9,1,64.6,45.5
152,2023-06-11T12:35:00-04:00,6/11/2023 12:35,83.7,83.3,58.1,0.7,1.1,11.4,348,0,0,0,0,0.02,105.91,30.2,42,6,694,64.8,43,99,27,77.9,37,80.4,40,64.6,50,66.4,28.89,1,1,1,1,1,1,99.1,59.1,77.1,49.5,80.2,53.8,64.8,41.8,1,64.6,45.5
153,2023-06-11T12:40:00-04:00,6/11/2023 12:40,84,83.3,57,1.8,3.4,11.4,46,0,0,0,0,0.02,105.91,30.19,40,6,669.8,64.8,43,99.5,27,78.1,37,80.4,40,64.6,50,66.4,28.88,1,1,1,1,1,1,99.9,59.5,77.3,49.7,80.2,53.8,64.8,41.8,1,64.6,45.5
154,2023-06-11T12:45:00-04:00,6/11/2023 12:45,84.7,84.2,58.4,1.8,2.2,11.4,161,0,0,0,0,0.02,105.91,30.19,41,4,453.3,64.8,43,99.7,29,78.3,37,80.6,39,64.6,50,66.6,28.88,1,1,1,1,1,1,101.2,61.7,77.6,49.9,80.3,53.3,64.8,41.8,1,64.6,45.5
155,2023-06-11T12:50:00-04:00,6/11/2023 12:50,84.2,83.3,56.5,3.8,5.8,11.4,115,0,0,0,0,0.02,105.91,30.19,39,6,681.4,64.8,43,99.7,26,78.4,37,80.8,38,64.6,50,66.4,28.88,1,1,1,1,1,1,99.7,58.6,77.7,50,80.3,52.8,64.8,41.8,1,64.6,45.5
156,2023-06-11T12:55:00-04:00,6/11/2023 12:55,83.8,82.9,56.2,3.4,3.4,11.4,23,0,0,0,0,0.02,105.91,30.18,39,6,700.1,64.8,43,99.5,28,78.6,37,80.8,39,64.4,50,66.4,28.87,1,1,1,1,1,1,100.4,60.6,77.9,50.1,80.4,53.5,64.8,41.8,1,64.4,45.4
157,2023-06-11T13:00:00-04:00,6/11/2023 13:00,84.2,83.5,57.2,3.6,4.5,12.5,294,0,0,0,0,0.02,105.91,30.18,40,5,549.5,64.8,43,99.9,26,78.8,37,80.8,38,64.6,50,66.4,28.87,1,1,1,1,1,1,100,58.8,78.1,50.3,80.3,52.8,64.8,41.8,1,64.6,45.5
158,2023-06-11T13:05:00-04:00,6/11/2023 13:05,83.5,83.4,59.3,1.3,2.2,12.5,27,0,0,0,0,0.02,105.91,30.18,44,6,674.6,64.8,43,99.9,28,79,37,80.8,39,64.6,50,66.4,28.87,1,1,1,1,1,1,101,60.9,78.3,50.5,80.4,53.5,64.8,41.8,1,64.6,45.5
159,2023-06-11T13:10:00-04:00,6/11/2023 13:10,83.8,82.9,56.2,3.1,4.5,12.5,183,0,0,0,0,0.02,105.91,30.18,39,7,721.8,64.6,43,100.4,27,79.2,37,81,38,64.6,50,66.4,28.87,1,1,1,1,1,1,101.3,60.3,78.6,50.7,80.5,53,64.6,41.6,1,64.6,45.5
160,2023-06-11T13:15:00-04:00,6/11/2023 13:15,85.5,84.2,55.5,3.6,4.5,12.5,182,0,0,0,0,0.02,105.91,30.17,36,6,690.6,64.6,43,100.4,24,79.2,37,81.3,36,64.6,50,66.4,28.86,1,1,1,1,1,1,99.7,57,78.6,50.7,80.5,51.8,64.6,41.6,1,64.6,45.5
